Question,Answer,Unit,Total - Total,Gender - Male,Gender - Female,Age - 18-24,Age - 25-34,Age - 35-44,Age - 45-54,Age - 55-64,Age - 65+,Region - South,Region - West,Region - Mid West,Region - North East,Election 2016 - Donald Trump (Republican),Election 2016 - Hillary Clinton (Democrat),Election 2016 - Other,Election 2016 - Didn't Vote,Election 2020 - Donald J  Trump (Republican),Election 2020 - Joseph R  Biden (Democrat),Election 2020 - Jo Jorgensen (Libertarian),Election 2020 - Howie Hawkins (Green),Election 2020 - Other (Another Third Party/Write-In),Election 2020 - Don’t Know,Election 2020 - Won't Vote
go_friend_handshake,safe,ct,560.5551266,290.0342502,270.5208764,91.72779231,124.4374219,116.7368355,81.80245894,74.15731394,71.69330398,200.5943201,124.5604203,119.8084368,115.5919493,302.4892058,142.068679,23.82766778,92.169574,302.1595004,154.2886116,17.13295757,7.665067798,5.152506026,39.29247508,34.86400814
go_friend_handshake,unsafe,pct,0.603361566,0.585089076,0.621272225,0.442606687,0.501114228,0.530141345,0.667078208,0.66668467,0.732845243,0.591415493,0.650015763,0.605436145,0.562335032,0.496858226,0.739115546,0.571528438,0.534791421,0.486784112,0.741663776,0.461613695,0.530970933,0.707279482,0.497056967,0.535219162
go_friend_handshake,unsafe,ct,1206.723132,579.2381854,627.4849468,103.5699648,178.3966651,171.7657958,212.1308701,221.3393103,319.5205261,452.5369415,310.3032248,252.0648629,191.8181029,378.0822302,587.9307914,54.06790474,186.6422059,360.3049519,635.8136804,21.21568347,13.12899227,21.25536164,85.0337436,69.9707189
go_friend_handshake,dont_know,pct,0.116360871,0.121947035,0.110885324,0.1653942,0.149342452,0.10955978,0.075681355,0.109949927,0.102720573,0.146430022,0.089058052,0.106795233,0.098794957,0.105624413,0.082283213,0.176599591,0.201112379,0.104988237,0.078361685,0.165605109,0.159033591,0.121269104,0.273262466,0.198099496
go_friend_handshake,dont_know,ct,232.7217412,120.7275644,111.9941768,38.70224291,53.16591293,35.49736865,24.066671,36.50337575,44.78616996,112.0447384,42.51435482,44.46270021,33.69994779,80.37446396,65.45232961,16.70672748,70.18822015,77.70956542,67.17792214,7.61118143,3.932325966,3.64441318,46.74822413,25.89810894
go_gym,safe,pct,0.203992212,0.220148479,0.188155871,0.290827377,0.283666958,0.257560487,0.198889118,0.121285105,0.119225662,0.185720783,0.176307359,0.225783306,0.257126339,0.303587927,0.12353105,0.231651596,0.1627297,0.325326405,0.105340373,0.27196222,0.263300438,0.177631221,0.191389322,0.151378992
go_gym,safe,ct,407.9844238,217.9469943,190.0374295,68.0536061,100.9854371,83.44959783,63.24673942,40.2666547,51.9823886,142.1090856,84.16525449,94.00171828,87.70836544,231.0139884,98.2629962,21.91477383,56.79266534,240.7981524,90.3062179,12.49933535,6.510468263,5.338223327,32.74182155,19.79020497
go_gym,unsafe,pct,0.685791977,0.669448837,0.701811491,0.555801099,0.592568527,0.619085541,0.717432865,0.755736255,0.804908942,0.700223693,0.735623661,0.64824455,0.629508063,0.590539657,0.802641751,0.643112487,0.638717702,0.55632041,0.824929476,0.637888821,0.617776202,0.723297614,0.581383762,0.66414109
go_gym,unsafe,ct,1371.583955,662.7543488,708.829606,130.0574572,210.9543958,200.5837152,228.1436511,250.9044368,350.9402988,535.7943641,351.1705521,269.8875431,214.7314954,449.3687307,638.4628256,60.83992046,222.912478,411.7739128,707.1957178,29.31725697,15.27537285,21.73674304,99.45990307,86.8250482
go_gym,dont_know,pct,0.110215811,0.110402684,0.110032638,0.153371524,0.123764514,0.123353972,0.083678017,0.12297864,0.075865396,0.114055525,0.08806898,0.125972144,0.113365598,0.105872416,0.073827199,0.125235916,0.198552598,0.118353185,0.069730151,0.090148959,0.11892336,0.099071165,0.227226917,0.184479918
go_gym,dont_know,ct,220.4316215,109.2986569,111.1329646,35.88893669,44.06016711,39.96668698,26.6096095,40.82890853,33.07731264,87.2725503,42.04219344,52.44673858,38.67013915,80.56318085,58.72597824,11.84760572,69.29485666,87.60195259,59.77827836,4.14323014,2.940544918,2.977314481,38.87271818,24.1175828
go_friends_house,safe,pct,0.447250394,0.459020954,0.435712914,0.480290106,0.48546627,0.508340875,0.397444231,0.416563865,0.412610087,0.407364388,0.404201827,0.524588641,0.502574354,0.587478836,0.335169469,0.440732176,0.39872705,0.620329706,0.32869042,0.534508318,0.297808537,0.279585793,0.409150097,0.330767022
go_friends_house,safe,ct,894.5007872,454.4307445,440.0700427,112.3878849,172.8259921,164.7024435,126.3872655,138.2992032,179.897998,311.7054531,192.95706,218.4051363,171.4331378,447.0396117,266.6111576,41.69427756,139.1557403,459.1519309,281.7797937,24.56590741,7.363728862,8.402190782,69.99512485,43.24211077
go_friends_house,unsafe,pct,0.425482367,0.424932742,0.426021109,0.383432228,0.366304669,0.356999458,0.495070717,0.454414327,0.474475371,0.42999133,0.496751924,0.371864832,0.381069251,0.320662913,0.536395469,0.450480123,0.394453894,0.286237794,0.555217269,0.300060641,0.46556799,0.689714536,0.335449113,0.45669754
go_friends_house,unsafe,ct,850.9647346,420.6834142,430.2813205,89.72314145,130.4044622,115.6678245,157.4324881,150.8655564,206.8712619,329.0190459,237.1384398,154.8207167,129.9865322,244.0071287,426.6767412,42.61645578,137.664409,211.8657778,475.9767796,13.7907338,11.51181384,20.72749493,57.38677009,59.70536462
go_friends_house,dont_know,pct,0.127267239,0.116046304,0.138265977,0.136277665,0.148229061,0.134659667,0.107485051,0.129021808,0.112914542,0.162644282,0.099046249,0.103546527,0.116356395,0.091858251,0.128435062,0.1087877,0.206819057,0.0934325,0.116092311,0.165431041,0.236623473,0.030699671,0.25540079,0.212535438
go_friends_house,dont_know,ct,254.5344781,114.8858413,139.6486368,31.88897364,52.76954573,43.62973201,34.18024634,42.83524031,49.2307401,124.451501,47.28250021,43.11014696,39.69032995,69.89915953,102.1639012,10.29156667,72.17985075,69.15630917,99.52364081,7.603181261,5.850843329,0.922595139,43.69254786,27.78536057
go_sporting_event,safe,pct,0.168631241,0.189262053,0.14840896,0.205410508,0.263501981,0.259282114,0.150664849,0.103876153,0.066477083,0.165525348,0.147810816,0.173868479,0.198343992,0.268809107,0.100899875,0.193474805,0.097848553,0.276035708,0.086534515,0.334167778,0.269885245,0.132680364,0.110994372,0.105225814
go_sporting_event,safe,ct,337.2624818,187.3694322,149.8930496,48.0660589,93.80670508,84.00740498,47.91142196,34.48688264,28.98400827,126.6560237,70.56163178,72.38770719,67.6571192,204.5491881,80.26098706,18.30316155,34.14914512,204.314459,74.18432734,15.35829177,6.673286751,3.987347569,18.98830027,13.75646914
go_sporting_event,unsafe,pct,0.730068617,0.719528243,0.740400271,0.654071932,0.598688621,0.627874669,0.778822121,0.802362346,0.863463594,0.714853453,0.785293917,0.729464419,0.687649705,0.653375645,0.829818033,0.681884127,0.682996164,0.62804056,0.848499243,0.561559849,0.566162603,0.746050531,0.684990489,0.676670737
go_sporting_event,unsafe,ct,1460.137234,712.3329607,747.8042738,153.0528321,213.133149,203.4313928,247.6654346,266.3842988,376.4701271,546.9887057,374.8820396,303.7022983,234.564191,497.1835183,660.0802482,64.50780676,238.3656612,464.8593048,727.4016128,25.80919097,13.99915509,22.4205201,117.1843662,88.46308449
go_sporting_event,dont_know,pct,0.101300142,0.091209704,0.111190769,0.14051756,0.137809399,0.112843217,0.07051303,0.093761502,0.070059323,0.119621199,0.066895267,0.096667102,0.114006302,0.077815248,0.069282092,0.124641068,0.219155283,0.095923732,0.064966242,0.104272372,0.163952152,0.121269104,0.20401514,0.218103448
go_sporting_event,dont_know,ct,202.6002837,90.29760705,112.3026766,32.88110896,49.06014592,36.56120217,22.42314346,31.12881854,30.54586464,91.53127065,31.93432865,40.24599455,38.88868984,59.21319357,55.11056472,11.79133169,76.48519371,71.00025399,55.6942739,4.792339723,4.053944197,3.64441318,34.90177637,28.51328233
go_movie_theater,safe,pct,0.178818348,0.198432992,0.159609296,0.263998256,0.257567201,0.251114344,0.163614791,0.120927088,0.070028862,0.178966322,0.147143141,0.211244355,0.183238736,0.286403327,0.086347651,0.177822028,0.155216648,0.301712618,0.07666954,0.237408089,0.180478345,0.216120821,0.136269242,0.179888934
go_movie_theater,safe,ct,357.4784843,196.2730954,161.2053889,61.77559201,91.69392347,81.36104745,52.0295036,40.14779313,30.47062462,136.7823909,70.24289822,87.9486299,62.50456529,217.9374376,68.68539439,16.82237281,54.03327949,223.0528953,65.72727932,10.91123363,4.462577227,6.49492361,23.3121847,23.51739045
